name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Maruti Wagon R LXI Minor,2008,100000,Petrol,Individual,Manual,Second Owner,176410.0
Mahindra Bolero SLX 4WD BSIII,2011,110000,Diesel,Individual,Manual,Second Owner,421769.99
Mahindra Scorpio S9 BSIV,2019,35000,Diesel,Individual,Manual,First Owner,1290290.0
Honda City 1.3 DX,2003,165000,Petrol,Individual,Manual,Second Owner,125500.0
Honda BR-V i-DTEC VX MT,2018,42000,Diesel,Individual,Manual,First Owner,970949.98
Hyundai Grand i10 CRDi Sportz,2014,70000,Diesel,Individual,Manual,Second Owner,429150.0
Tata Nano Lx BSIII,2011,60000,Petrol,Individual,Manual,Second Owner,69750.0
Volkswagen Polo Diesel Highline 1.2L,2013,115000,Diesel,Individual,Manual,Third Owner,357199.74
Volkswagen Ameo 1.5 TDI Highline,2017,70000,Diesel,Individual,Manual,First Owner,618750.0
Maruti Swift ZXI ABS,2007,80000,Petrol,Individual,Manual,Second Owner,184790.0
Maruti Wagon R LXI BS IV,2011,65000,Petrol,Dealer,Manual,First Owner,238439.97
Tata Manza Aura (ABS) Quadrajet BS IV,2010,150000,Diesel,Individual,Manual,Second Owner,186550.0
Toyota Etios GD,2015,75000,Diesel,Dealer,Manual,Second Owner,481099.29
Ford Figo Diesel Titanium,2012,63700,Diesel,Individual,Manual,First Owner,334399.84
Honda Amaze VX i-DTEC,2018,74800,Diesel,Individual,Manual,First Owner,772190.0
Ford Endeavour 2.5L 4X2 MT,2009,105000,Diesel,Individual,Manual,Second Owner,433659.99
Renault Duster 85PS Diesel RxE,2016,40000,Diesel,Individual,Manual,First Owner,734179.83
Maruti Ritz LDi,2016,90000,Diesel,Individual,Manual,Second Owner,423380.0
Toyota Corolla Altis D-4D J,2015,75000,Diesel,Dealer,Manual,Second Owner,653169.89
Maruti Swift Dzire VDI,2018,15000,Diesel,Individual,Manual,First Owner,752900.0
Maruti 800 AC Uniq,2009,30000,Petrol,Individual,Manual,Second Owner,119650.0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,100000,Diesel,Individual,Manual,Second Owner,586800.0
Mahindra Scorpio VLX 2WD AT BSIV,2009,155000,Diesel,Individual,Automatic,Third Owner,347790.0
Land Rover Range Rover Evoque 2.2L Dynamic,2012,149000,Diesel,Individual,Automatic,Second Owner,1531710.0
Hyundai i20 1.4 Sportz,2017,60000,Diesel,Individual,Manual,First Owner,701190.0
Maruti Baleno Alpha 1.3,2017,90000,Diesel,Individual,Manual,First Owner,719810.0
Hyundai Verna CRDi 1.6 SX Option,2019,100000,Diesel,Individual,Manual,First Owner,699310.0
BMW X1 sDrive20d,2012,100000,Diesel,Individual,Automatic,Second Owner,1035090.0
Maruti Alto K10 2010-2014 VXI,2012,90000,Petrol,Individual,Manual,Second Owner,195650.0
Tata Spacio SA 6 Seater,2009,75000,Diesel,Individual,Manual,First Owner,146709.95
Maruti Swift VDI BSIV,2009,120000,Diesel,Individual,Manual,Second Owner,269349.99
Toyota Etios 1.4 VXD,2016,90000,Diesel,Individual,Manual,Second Owner,527099.97
Hyundai Xcent 1.2 Kappa S,2015,55000,Petrol,Individual,Manual,First Owner,374169.97
Mahindra Xylo D2,2010,70000,Diesel,Individual,Manual,First Owner,298700.0
Mahindra Bolero Power Plus SLX,2016,95000,Diesel,Individual,Manual,Second Owner,532639.99
Hyundai Verna 1.4 CRDi,2014,50000,Diesel,Individual,Manual,First Owner,561240.0
Maruti Ciaz ZDi Plus SHVS,2016,50000,Diesel,Individual,Manual,First Owner,710549.99
Maruti Omni E MPI STD BS IV,2014,60516,Petrol,Individual,Manual,First Owner,228979.94
Hyundai Verna 1.6 SX,2012,235000,Diesel,Individual,Manual,Second Owner,416650.0
Mercedes-Benz E-Class 280 CDI,2007,76731,Diesel,Dealer,Automatic,First Owner,515299.99
Maruti Swift ZDI,2016,64000,Diesel,Dealer,Manual,First Owner,700889.99
Maruti Swift VDI BSIV,2014,65000,Diesel,Dealer,Manual,First Owner,540899.99
Honda City i-VTEC CVT ZX,2018,13000,Petrol,Dealer,Automatic,Test Drive Car,1153609.98
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,77000,Diesel,Dealer,Manual,First Owner,581310.0
Hyundai EON Era,2011,24000,Petrol,Dealer,Manual,First Owner,249559.93
Nissan Micra Active XV,2014,63840,Petrol,Dealer,Manual,First Owner,288976.64666666667
Tata Tiago 1.2 Revotron XT,2017,25000,Petrol,Individual,Manual,First Owner,403489.98
Tata New Safari DICOR 2.2 EX 4x2,2011,76400,Diesel,Individual,Manual,Second Owner,397949.35
Maruti Zen LX,1998,70000,Petrol,Individual,Manual,Third Owner,53189.99
Maruti Zen LX,1998,70000,Petrol,Individual,Manual,Third Owner,53189.99
Fiat Linea Active (Diesel),2011,80000,Diesel,Individual,Manual,Third Owner,227165.0
Fiat Punto 1.4 Emotion,2010,100000,Petrol,Individual,Manual,Fourth & Above Owner,167786.91
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,40000,Diesel,Individual,Manual,First Owner,717700.0
Hyundai Creta 1.6 SX Option,2018,15000,Petrol,Individual,Manual,First Owner,1047500.0
Maruti Zen Estilo LXI BS IV,2011,70000,Petrol,Individual,Manual,First Owner,221119.31
Renault KWID RXT,2018,15000,Petrol,Individual,Manual,First Owner,319550.0
Maruti Wagon R VXI BS IV,2015,40000,Petrol,Individual,Manual,First Owner,322280.0
Maruti 800 AC,2006,54000,Petrol,Individual,Manual,First Owner,91410.0
Hyundai Verna CRDi,2009,90000,Diesel,Individual,Manual,First Owner,218499.98
Maruti 800 AC BSIII,2007,52000,Petrol,Individual,Manual,First Owner,70690.0
Tata Indigo LS,2012,200000,Diesel,Individual,Manual,Third Owner,150900.0
Chevrolet Beat Diesel LT,2016,35000,Diesel,Individual,Manual,Second Owner,540680.0
Renault Duster 110PS Diesel RxZ AWD,2017,60000,Diesel,Individual,Manual,First Owner,710200.0
Maruti Alto K10 VXI,2017,31489,Petrol,Individual,Manual,First Owner,320359.99
Hyundai i20 1.4 Asta Option,2018,40000,Diesel,Individual,Manual,First Owner,899549.98
Mahindra Quanto C6,2013,110000,Diesel,Individual,Manual,First Owner,237940.0
Tata Indigo LX Dicor,2009,50000,Diesel,Individual,Manual,First Owner,129530.0
Hyundai i20 1.2 Magna,2012,44000,Petrol,Individual,Manual,First Owner,317099.98
Honda City 1.5 S MT,2010,90000,Petrol,Individual,Manual,Second Owner,257749.13
Hyundai Verna 1.6 SX VTVT (O),2014,50000,Petrol,Individual,Manual,Second Owner,494450.0
Hyundai i10 Magna,2012,50000,Petrol,Individual,Manual,First Owner,214449.95
Maruti Zen Estilo 1.1 LXI BSIII,2007,81366,Petrol,Individual,Manual,First Owner,118450.0
Maruti Esteem Vxi - BSIII,2006,110000,Petrol,Individual,Manual,First Owner,96340.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,300000,Diesel,Individual,Manual,First Owner,274399.36
Hyundai Verna Transform VTVT,2010,70000,Petrol,Individual,Manual,First Owner,219719.37
Hyundai i20 Magna Optional 1.4 CRDi,2013,100000,Diesel,Individual,Manual,First Owner,396219.99
Maruti Gypsy King Hard Top Ambulance BSIV,2005,70000,Petrol,Individual,Manual,Second Owner,127151.83476190476
Ford Figo Diesel Celebration Edition,2013,50000,Diesel,Individual,Manual,First Owner,305549.99
Ford Fiesta 1.4 SXi TDCi,2009,180000,Diesel,Individual,Manual,Second Owner,172550.0
Maruti 800 AC,2008,50000,Petrol,Individual,Manual,Second Owner,91899.99
Maruti Esteem Vxi,2007,90000,Petrol,Individual,Manual,Second Owner,102476.66666666669
Tata Indica Vista Quadrajet LS,2012,110000,Diesel,Individual,Manual,First Owner,239730.0
Maruti Baleno Zeta Automatic,2018,26000,Petrol,Individual,Automatic,First Owner,647850.0
Maruti Vitara Brezza ZDi Plus,2016,65000,Diesel,Individual,Manual,First Owner,909949.85
Chevrolet Captiva LT,2009,130000,Diesel,Individual,Manual,First Owner,413149.95
Renault Duster 85PS Diesel RxL Optional,2013,75000,Diesel,Individual,Manual,Second Owner,497290.0
Nissan Terrano XV Premium 110 PS,2014,110000,Diesel,Individual,Manual,Second Owner,530070.0
Maruti Alto K10 2010-2014 VXI,2014,50000,Petrol,Individual,Manual,First Owner,228769.88
Maruti 800 Std,1997,80000,Petrol,Individual,Manual,Second Owner,49790.0
Tata Indica Vista Aura 1.2 Safire,2009,80000,Petrol,Individual,Manual,Second Owner,124669.99
Maruti Alto 800 LXI,2013,60000,Petrol,Individual,Manual,Second Owner,627540.0
Honda City 1.5 V MT,2009,90000,Petrol,Individual,Manual,Second Owner,252299.9
Renault KWID 1.0 RXT Optional,2017,36000,Petrol,Individual,Manual,First Owner,325339.97
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,87000,Diesel,Individual,Manual,First Owner,100150.0
Tata Indica Vista Terra 1.4 TDI,2011,80000,Diesel,Individual,Manual,First Owner,107320.0
Chevrolet Enjoy TCDi LT 8 Seater,2015,50000,Diesel,Individual,Manual,First Owner,445580.0
Maruti 800 Std,2013,60000,Petrol,Individual,Manual,First Owner,253600.0
Renault KWID RXT,2015,50000,Petrol,Individual,Manual,First Owner,250065.0
Maruti Swift Dzire VDI,2014,40000,Diesel,Individual,Manual,Third Owner,288831.6666666666
Hyundai i10 Magna 1.1,2008,60000,Petrol,Individual,Manual,Second Owner,122562.0
Toyota Etios VXD,2015,55000,Diesel,Individual,Manual,First Owner,510764.94
Mahindra Quanto C8,2012,80000,Diesel,Individual,Manual,First Owner,335559.99
Mahindra Xylo E9,2012,295000,Diesel,Individual,Manual,First Owner,349650.0
Hyundai EON Era Plus,2015,80000,Petrol,Individual,Manual,First Owner,222399.96
Maruti Alto K10 VXI,2017,50000,Petrol,Individual,Manual,Second Owner,316800.0
Tata Indigo CR4,2012,158000,Diesel,Individual,Manual,Third Owner,136850.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,Diesel,Individual,Manual,Third Owner,350399.66
Maruti Wagon R VXI BS IV,2016,25000,Petrol,Individual,Manual,First Owner,390650.0
Hyundai i20 Active 1.2 S,2017,35000,Petrol,Individual,Manual,First Owner,568800.0
Maruti Ignis 1.2 Zeta BSIV,2018,12000,Petrol,Individual,Manual,First Owner,489750.0
Maruti Omni MPI STD BSIV,2015,70000,Petrol,Individual,Manual,First Owner,184949.99
Tata Tiago 1.2 Revotron XZ,2018,4000,Petrol,Individual,Manual,First Owner,496409.71
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,10832,Petrol,Dealer,Manual,First Owner,533150.0
Hyundai i10 Era,2009,50000,Petrol,Individual,Manual,First Owner,253200.0
Nissan Sunny XL,2016,19495,Petrol,Dealer,Manual,First Owner,512279.93
Renault Duster 85PS Diesel RxL Plus,2013,62668,Diesel,Dealer,Manual,First Owner,505670.0
Mahindra XUV500 W6 2WD,2013,85710,Diesel,Dealer,Manual,First Owner,733250.0
Ford Figo Diesel EXI,2011,55130,Diesel,Dealer,Manual,Second Owner,271260.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,63356,Diesel,Dealer,Manual,Second Owner,553030.0
Toyota Fortuner 3.0 Diesel,2012,129627,Diesel,Dealer,Manual,First Owner,474209.98
Chevrolet Spark 1.0 LT,2010,15000,Petrol,Individual,Manual,First Owner,185850.0
Tata Tiago 1.2 Revotron XE,2017,50000,Petrol,Individual,Manual,First Owner,343019.97
Toyota Etios Liva VX,2012,70000,Petrol,Individual,Manual,Second Owner,288879.97
Maruti Alto K10 VXI,2018,20000,Petrol,Individual,Manual,First Owner,282919.39
Chevrolet Beat LS,2011,60000,Petrol,Individual,Manual,Third Owner,151729.98
Hyundai Grand i10 Asta Option,2017,5000,Petrol,Individual,Manual,First Owner,523550.0
Maruti Ciaz VXi,2014,15000,Petrol,Individual,Manual,First Owner,648219.97
Datsun GO Plus T BSIV,2018,4400,Petrol,Individual,Manual,Second Owner,408039.96
Mahindra Xylo H4,2019,15000,Diesel,Individual,Manual,Third Owner,634080.0
Renault Duster 85PS Diesel RxL Optional,2013,45000,Diesel,Individual,Manual,First Owner,558760.0
Ford EcoSport 1.5 Diesel Trend BSIV,2018,1000,Diesel,Individual,Manual,First Owner,888770.0
Hyundai i10 Magna 1.1L,2014,38500,Petrol,Individual,Manual,First Owner,291099.89
Hyundai i10 Sportz,2011,25000,Petrol,Individual,Manual,First Owner,234350.0
Ford Classic 1.4 Duratorq LXI,2013,35000,Diesel,Individual,Manual,First Owner,301199.99
Toyota Fortuner 3.0 Diesel,2009,110000,Diesel,Individual,Manual,Second Owner,625599.99
Hyundai Verna 1.6 VTVT,2012,40000,Petrol,Individual,Manual,First Owner,287800.0
Chevrolet Aveo U-VA 1.2,2007,110000,Petrol,Individual,Manual,Second Owner,100050.0
Chevrolet Beat Diesel LT,2013,20000,Diesel,Individual,Manual,Third Owner,239030.0
Hyundai EON Magna Plus,2012,14987,Petrol,Dealer,Manual,First Owner,244299.97
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,25061,Diesel,Dealer,Manual,First Owner,687350.0
Ford Ecosport 1.5 Diesel Titanium,2017,42494,Diesel,Dealer,Manual,First Owner,722049.99
Honda Amaze S i-Dtech,2014,44875,Diesel,Dealer,Manual,First Owner,414779.89
Ford Figo Diesel EXI,2014,89741,Diesel,Dealer,Manual,Second Owner,318520.0
Honda Jazz 1.5 S i DTEC,2016,65000,Diesel,Dealer,Manual,First Owner,593659.96
Honda Jazz 1.5 VX i DTEC,2016,35000,Diesel,Dealer,Manual,First Owner,583340.0
Toyota Innova 2.5 GX 8 STR BSIV,2009,347089,Diesel,Dealer,Manual,First Owner,404860.0
Tata New Safari DICOR 2.2 VX 4x2,2010,34500,Diesel,Individual,Manual,First Owner,250099.93
Hyundai i20 Active 1.2 S,2018,30000,Petrol,Individual,Manual,First Owner,610299.9766666667
BMW 3 Series 320d Luxury Line,2018,39000,Diesel,Individual,Automatic,First Owner,2586710.0
Ford Freestyle Titanium Plus Diesel BSIV,2019,16000,Diesel,Individual,Manual,First Owner,607159.93
Maruti Wagon R LXI CNG,2010,80000,CNG,Individual,Manual,Second Owner,187679.98
Maruti Ertiga SHVS VDI,2016,60000,Diesel,Individual,Manual,First Owner,686150.0
Mahindra TUV 300 T6 Plus,2015,110000,Diesel,Individual,Manual,First Owner,546189.99
Maruti Alto 800 LXI,2014,61000,Petrol,Individual,Manual,First Owner,188980.0
Mahindra Bolero Power Plus ZLX,2017,29000,Diesel,Individual,Manual,First Owner,745650.0
Maruti Ertiga SHVS ZDI Plus,2018,50000,Diesel,Individual,Manual,First Owner,931470.0
Fiat Grande Punto EVO 90HP 1.3 Sport,2014,90000,Diesel,Individual,Manual,First Owner,267960.0
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,35000,Petrol,Individual,Automatic,First Owner,593450.0
Volkswagen Vento 1.6 Highline,2015,43000,Petrol,Individual,Manual,Second Owner,404939.96
Maruti Alto K10 LXI,2017,50000,Petrol,Individual,Manual,First Owner,299400.0
Hyundai EON D Lite,2016,25000,Petrol,Individual,Manual,First Owner,330020.0
Mahindra XUV500 W8 2WD,2013,222252,Diesel,Individual,Manual,First Owner,533750.0
Maruti Wagon R VXI Minor,2009,50000,Petrol,Individual,Manual,Second Owner,197390.0
Fiat Grande Punto Emotion 90Hp,2013,80000,Diesel,Individual,Manual,First Owner,251300.0
Hyundai Verna 1.6 SX,2012,35000,Diesel,Individual,Manual,First Owner,510799.91
Maruti Alto LXi,2007,85000,Petrol,Individual,Manual,Second Owner,96240.00000000001
Toyota Innova 2.5 V Diesel 7-seater,2011,110000,Diesel,Individual,Manual,Third Owner,622369.99
Maruti 800 AC,2006,70000,Petrol,Individual,Manual,Second Owner,67740.0
Honda City i DTEC VX,2014,100000,Diesel,Individual,Manual,First Owner,605500.0
Volkswagen Vento New Diesel Highline,2013,120000,Diesel,Individual,Manual,Second Owner,351849.94
Maruti Swift Dzire VDI,2015,89000,Diesel,Individual,Manual,First Owner,431069.79
Maruti Swift ZDi,2013,120000,Diesel,Individual,Manual,First Owner,356936.6666666666
Hyundai EON Magna Plus,2013,40000,Petrol,Individual,Manual,Second Owner,279096.0
Maruti Wagon R VXI BS IV,2017,17000,Petrol,Individual,Manual,First Owner,427199.96
Maruti Swift VDI,2013,125000,Diesel,Individual,Manual,Second Owner,387506.66666666674
Maruti Swift Dzire ZXI,2015,110000,Petrol,Individual,Manual,Second Owner,506299.96
Ford Figo Diesel Titanium,2011,120000,Diesel,Individual,Manual,Second Owner,240024.98
Ford Figo Diesel ZXI,2014,90000,Diesel,Individual,Manual,First Owner,287349.98
Mahindra Scorpio S10 7 Seater,2014,90000,Diesel,Individual,Manual,First Owner,693700.0
Hyundai EON LPG Magna Plus,2015,110000,LPG,Individual,Manual,First Owner,252369.92
Ford Ecosport 1.5 DV5 MT Titanium,2014,87000,Diesel,Individual,Manual,Second Owner,576610.0
Mahindra Scorpio LX,2014,15000,Diesel,Individual,Manual,First Owner,723890.0
Hyundai EON 1.0 Kappa Magna Plus,2015,70000,Petrol,Individual,Manual,First Owner,177249.96
Ford Fiesta Classic 1.6 Duratec CLXI,2012,38000,Petrol,Individual,Manual,First Owner,312300.0
Honda City 1.5 V MT,2011,64000,Petrol,Individual,Manual,Second Owner,307636.85
Tata Sumo Gold EX BSIII,2015,55250,Diesel,Individual,Manual,First Owner,426312.49
Mahindra Bolero DI,2011,110000,Diesel,Individual,Manual,First Owner,304710.0
Maruti A-Star AT VXI,2012,70000,Petrol,Individual,Automatic,First Owner,403690.0
Chevrolet Cruze LTZ,2010,60000,Diesel,Individual,Manual,Third Owner,285820.0
Tata Hexa XM,2018,17000,Diesel,Individual,Manual,First Owner,1047079.97
Renault KWID 1.0 RXT Optional,2017,13000,Petrol,Individual,Manual,Second Owner,301200.0
Nissan Terrano XL Plus ICC WT20 SE,2016,60000,Diesel,Individual,Manual,First Owner,885489.97
Mitsubishi Pajero Sport 4X4,2012,120000,Diesel,Individual,Manual,Second Owner,774886.66
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,97000,Diesel,Individual,Manual,Second Owner,383950.0
Tata Indica GLS BS IV,2007,130000,Petrol,Individual,Manual,Second Owner,70183.33
Maruti Swift Dzire ZXI,2013,50000,Petrol,Individual,Manual,First Owner,313349.99
Tata Indigo CR4,2012,120000,Diesel,Individual,Manual,Second Owner,136725.0
Ford Ecosport 1.5 DV5 MT Titanium,2015,68000,Diesel,Individual,Manual,First Owner,586440.0
Maruti Alto LXi,2006,100000,Petrol,Individual,Manual,Second Owner,76780.0
Maruti Ertiga VDI,2013,80000,Diesel,Individual,Manual,First Owner,454299.99
Hyundai Accent Executive CNG,2012,67000,CNG,Dealer,Manual,Second Owner,250299.94
Maruti Alto K10 VXI,2015,60000,Petrol,Individual,Manual,First Owner,221123.32333333333
Maruti Swift VXI,2019,5000,Petrol,Individual,Manual,First Owner,575320.0
Renault KWID RXE,2016,20000,Petrol,Individual,Manual,First Owner,302499.98
Hyundai Creta 1.6 E Plus,2018,12500,Petrol,Individual,Manual,First Owner,887400.0
Maruti Eeco CNG 5 Seater AC BSIV,2019,4000,CNG,Individual,Manual,First Owner,516470.0
Ford Figo 1.2P Titanium MT,2019,25000,Petrol,Individual,Manual,First Owner,589400.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,70000,Diesel,Individual,Manual,Second Owner,754512.5
Maruti Wagon R LXI DUO BSIII,2007,162000,LPG,Individual,Manual,First Owner,231510.0
Toyota Fortuner 3.0 Diesel,2010,205000,Diesel,Individual,Manual,Second Owner,1093700.0
Audi A6 2.8 FSI,2008,70000,Petrol,Individual,Automatic,Third Owner,1032510.0
Hyundai Xcent 1.2 CRDi S,2018,70000,Diesel,Individual,Manual,Second Owner,608200.0
Mahindra XUV500 W8 2WD,2014,100000,Diesel,Individual,Manual,Second Owner,660000.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,70000,Diesel,Individual,Manual,Second Owner,754512.5
Hyundai Santa Fe 4X4,2011,220000,Diesel,Individual,Manual,First Owner,616189.99
Honda Amaze E i-Vtech,2015,80000,Petrol,Individual,Manual,Second Owner,396700.0
Toyota Corolla Altis Diesel D4DG,2010,120000,Diesel,Individual,Manual,First Owner,330900.0
Jeep Compass 2.0 Longitude Option BSIV,2017,22038,Diesel,Individual,Manual,First Owner,848200.0
Nissan Terrano XL 110 PS,2013,80000,Diesel,Individual,Manual,First Owner,628850.0
Maruti Alto LX,2010,90000,Petrol,Individual,Manual,First Owner,128570.0
Tata New Safari DICOR 2.2 EX 4x2,2012,140000,Diesel,Individual,Manual,Second Owner,334099.99
Mahindra Thar 4X2,2011,120000,Diesel,Individual,Manual,Second Owner,383599.91
Maruti Swift Dzire ZDI,2015,60000,Diesel,Individual,Manual,First Owner,359243.3333333334
Chevrolet Beat Diesel LT,2011,80000,Diesel,Individual,Manual,Second Owner,140389.99
Maruti Swift Dzire LXI Option,2014,60000,Petrol,Individual,Manual,Second Owner,347150.0
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,90000,Diesel,Individual,Manual,Second Owner,186460.0
Toyota Innova 2.5 G1 BSIV,2012,80000,Diesel,Individual,Manual,First Owner,902585.0
Maruti Swift Vdi BSIII,2008,175000,Diesel,Individual,Manual,Second Owner,166699.95
Mahindra XUV500 W7 BSIV,2019,10000,Diesel,Individual,Manual,First Owner,1225460.0
Hyundai i20 1.2 Asta Option,2017,65000,Petrol,Individual,Manual,First Owner,598510.0
Toyota Innova 2.5 GX 8 STR BSIV,2012,90000,Diesel,Individual,Manual,First Owner,529180.0
Maruti Alto LXi,2007,70000,Petrol,Individual,Manual,First Owner,97980.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,2500,Petrol,Individual,Manual,First Owner,532050.0
Honda Amaze VX i-DTEC,2016,35000,Diesel,Individual,Manual,First Owner,684840.0
Chevrolet Beat Diesel LT,2012,40000,Diesel,Individual,Manual,First Owner,237280.0
Maruti Baleno RS 1.0 Petrol,2018,63000,Petrol,Individual,Manual,First Owner,552410.0
Skoda Superb Ambition 2.0 TDI CR AT,2013,88000,Diesel,Dealer,Automatic,First Owner,698980.0
Nissan Terrano XL Plus 85 PS,2015,55000,Diesel,Dealer,Manual,First Owner,526650.0
Chevrolet Enjoy TCDi LT 7 Seater,2014,71014,Diesel,Dealer,Manual,First Owner,350999.99
Renault Scala Diesel RxL,2015,60000,Diesel,Dealer,Manual,First Owner,370770.0
Skoda Rapid 1.5 TDI Ambition,2014,70000,Diesel,Individual,Manual,First Owner,385650.0
Skoda Superb LK 1.8 TSI AT,2012,60000,Petrol,Dealer,Automatic,First Owner,641420.0
Ford Fiesta 1.5 TDCi Titanium,2012,92000,Diesel,Dealer,Manual,Third Owner,376100.0
Mahindra Quanto C6,2014,89126,Diesel,Individual,Manual,First Owner,363130.0
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,134000,Diesel,Individual,Automatic,First Owner,291100.0
Maruti Ciaz 1.4 AT Zeta,2019,15000,Petrol,Dealer,Automatic,First Owner,1006699.42
Hyundai Grand i10 1.2 CRDi Magna,2016,42500,Diesel,Dealer,Manual,First Owner,507749.88
Chevrolet Cruze LTZ AT,2012,42000,Diesel,Dealer,Automatic,First Owner,880570.0
Mahindra XUV500 AT W8 FWD,2015,70000,Diesel,Individual,Automatic,Second Owner,1049869.57
Honda City 1.5 EXI,2004,110000,Petrol,Individual,Manual,Third Owner,115450.0
Fiat Linea 1.3 Emotion,2014,131365,Diesel,Individual,Manual,First Owner,271710.0
Volkswagen Vento 1.5 TDI Highline AT,2016,48980,Diesel,Dealer,Automatic,First Owner,894570.0
Honda Amaze VX AT i-Vtech,2014,46000,Petrol,Dealer,Automatic,First Owner,479920.0
Chevrolet Spark 1.0 LS,2009,60000,Petrol,Individual,Manual,Third Owner,90264.59
Maruti Baleno Delta Diesel,2015,58000,Diesel,Dealer,Manual,First Owner,532680.0
Maruti S-Cross Alpha DDiS 200 SH,2016,22000,Diesel,Dealer,Manual,First Owner,829899.98
Hyundai i20 1.2 Asta Option,2017,37000,Petrol,Individual,Manual,First Owner,620800.0
Hyundai Santro Xing GLS,2009,70000,Petrol,Individual,Manual,Fourth & Above Owner,132549.98
Chevrolet Beat Diesel LT,2012,98900,Diesel,Individual,Manual,Third Owner,161480.0
Chevrolet Beat Diesel LT,2012,125000,Diesel,Individual,Manual,First Owner,199939.99
Mahindra TUV 300 T4 Plus,2017,60000,Diesel,Individual,Manual,First Owner,668609.97
Hyundai Grand i10 Asta,2014,80000,Petrol,Individual,Manual,Second Owner,439900.0
Maruti Zen Estilo LXI Green (CNG),2010,80000,CNG,Individual,Manual,Fourth & Above Owner,196590.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,40000,Diesel,Individual,Manual,First Owner,650899.94
Mahindra XUV500 W8 4WD,2012,80000,Diesel,Individual,Manual,Second Owner,595700.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,30000,Diesel,Individual,Manual,First Owner,606700.0
Mahindra Bolero Power Plus ZLX,2018,35000,Diesel,Individual,Manual,First Owner,755670.0
Tata Winger Deluxe - Hi Roof (AC),2011,180000,Diesel,Individual,Manual,Third Owner,378099.99
Renault Lodgy 85PS RxL,2015,60000,Diesel,Individual,Manual,First Owner,491850.0
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000.0
Audi Q3 2.0 TDI Quattro Premium Plus,2015,127643,Diesel,Dealer,Automatic,First Owner,1802000.0
Tata Hexa XTA,2018,34000,Diesel,Individual,Automatic,First Owner,1321140.0
Mahindra Xylo D4,2014,145000,Diesel,Individual,Manual,First Owner,388449.98
Datsun RediGO AMT 1.0 S,2018,25000,Petrol,Individual,Automatic,First Owner,374150.0
Tata Zest Revotron 1.2T XMS,2018,54000,Petrol,Dealer,Manual,Second Owner,421719.93
Audi A6 2.0 TDI  Design Edition,2014,102354,Diesel,Dealer,Automatic,First Owner,1733390.0
Maruti Zen LX,1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,69710.0
Nissan Sunny XL D,2018,70000,Diesel,Individual,Manual,First Owner,601570.0
Audi Q3 35 TDI Quattro Technology,2017,36000,Diesel,Dealer,Automatic,First Owner,2886010.0
Honda Brio VX,2014,58000,Petrol,Dealer,Manual,First Owner,346449.99
Tata Indigo CR4,2013,100000,Diesel,Individual,Manual,First Owner,211000.0
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,62237,Petrol,Dealer,Automatic,First Owner,1956000.0
Hyundai Santro Xing XL eRLX Euro III,2005,90000,Petrol,Dealer,Manual,Second Owner,111899.11
Maruti 800 AC,1999,100000,Petrol,Individual,Manual,Second Owner,52180.0
Honda Jazz Select Edition,2017,14000,Petrol,Dealer,Manual,First Owner,641350.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,21394,Diesel,Dealer,Manual,First Owner,957949.91
Maruti Swift Dzire AMT VXI,2018,13800,Petrol,Individual,Automatic,First Owner,602519.96
Hyundai Creta 1.6 SX Automatic,2017,23000,Petrol,Dealer,Automatic,First Owner,928550.0
Datsun GO T Petrol,2015,32686,Petrol,Dealer,Manual,First Owner,302340.0
Mahindra Xylo D4,2017,99700,Diesel,Individual,Manual,First Owner,610490.0
Toyota Fortuner 2.8 4WD AT BSIV,2019,5000,Diesel,Individual,Automatic,First Owner,3141250.0
Honda City i-DTEC SV,2014,49654,Diesel,Dealer,Manual,First Owner,601350.0
Hyundai Grand i10 Asta,2016,45457,Petrol,Dealer,Manual,First Owner,498280.0
Hyundai Creta 1.6 CRDi SX,2017,39221,Diesel,Dealer,Manual,First Owner,799629.8
Hyundai i20 Sportz 1.2,2016,48220,Petrol,Dealer,Manual,First Owner,611270.0
